date,ticker,open,high,low,close,adj_close,volume
,,3033.HK,3033.HK,3033.HK,3033.HK,3033.HK,3033.HK
2020-08-27,3033.HK,7.540900230407715,7.540900230407715,7.540900230407715,7.540900230407715,7.540900230407715,0
2020-08-28,3033.HK,20.0,20.0,7.565000057220459,7.614999771118164,7.614999771118164,382166441
2020-08-31,3033.HK,7.75,7.789999961853027,7.565000057220459,7.574999809265137,7.574999809265137,80615300
2020-09-01,3033.HK,7.650000095367432,7.704999923706055,7.579999923706055,7.704999923706055,7.704999923706055,24194198
2020-09-02,3033.HK,7.820000171661377,7.985000133514404,7.78000020980835,7.934999942779541,7.934999942779541,56592500
2020-09-03,3033.HK,7.974999904632568,7.974999904632568,7.699999809265137,7.75,7.75,59524800
2020-09-04,3033.HK,7.400000095367432,7.659999847412109,7.300000190734863,7.659999847412109,7.659999847412109,48589600
2020-09-07,3033.HK,7.579999923706055,7.579999923706055,7.224999904632568,7.269999980926514,7.269999980926514,64104582
2020-09-08,3033.HK,7.335000038146973,7.34499979019165,7.014999866485596,7.139999866485596,7.139999866485596,31549800
2020-09-09,3033.HK,7.0,7.099999904632568,6.914999961853027,7.039999961853027,7.039999961853027,27576000
2020-09-10,3033.HK,7.119999885559082,7.210000038146973,7.010000228881836,7.039999961853027,7.039999961853027,29199051
2020-09-11,3033.HK,7.045000076293945,7.195000171661377,7.010000228881836,7.150000095367432,7.150000095367432,18126400
2020-09-14,3033.HK,7.199999809265137,7.340000152587891,7.199999809265137,7.239999771118164,7.239999771118164,17587000
2020-09-15,3033.HK,7.304999828338623,7.385000228881836,7.28000020980835,7.355000019073486,7.355000019073486,9111400
2020-09-16,3033.HK,7.454999923706055,7.460000038146973,7.375,7.420000076293945,7.420000076293945,12510400
2020-09-17,3033.HK,7.440000057220459,7.440000057220459,7.25,7.329999923706055,7.329999923706055,17690067
2020-09-18,3033.HK,7.304999828338623,7.369999885559082,7.244999885559082,7.355000019073486,7.355000019073486,7950518
2020-09-21,3033.HK,7.364999771118164,7.40500020980835,7.199999809265137,7.204999923706055,7.204999923706055,13565212
2020-09-22,3033.HK,7.204999923706055,7.315000057220459,7.15500020980835,7.215000152587891,7.215000152587891,10539872
2020-09-23,3033.HK,7.25,7.320000171661377,7.230000019073486,7.284999847412109,7.284999847412109,5471200
